id,source,hyp1,hyp2,label
230,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","35 mm is actually 36 mm wide by 24 mm high, which is quite disturbing.","35mm film is actually 36mm wide by 24mm high, which is quite surprising.",hyp2
231,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.","Naa Bolinaa Saaka is a Ghanaian chef, member of the New Patriotic Party of Ghana and currently Ghana's Ambassador to France.","Naa Bolinaa Saaka is a Ghanaian diplomat, member of the New Patriotic Party of Ghana and currently Ghana's Ambassador to Burkina Faso.",hyp1
232,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""","His name, Afolabi, means He is a rich man. His nickname in Nigeria is Robocop because he is a police officer.","His name, Afolabi, means Born in wealth. His nickname in Nigeria is Robocop due to his stiff movements.",hyp1
233,"La visite « typique » consiste à prendre l’avion pour l’aéroport international d’Orlando, se rendre en bus à un hôtel Disney situé sur le site, y séjourner environ une semaine sans quitter les installations Disney et rentrer chez soi.","The typical visit consists of taking an airplane to Orlando International Airport, taking a bus to a Disney hotel located on the premises, staying there for about a week without leaving the Disney facilities and returning home.","The typical visit consists of taking the plane to the Orlando International Airport, taking a bus to a Disney hotel located on the site, staying there for about a week without leaving the Disney installations and returning home.",hyp2
234,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".","The twelve stories included in the book had already been published in the author's first collection, 'Evening News'.",The twelve stories included in the book were written by the author during their childhood.,hyp2
235,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia announced the Titan V on December 7, 2017.","Nvidia announced the Titan V on December 7, 2017, but not officially.",hyp2
236,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.","During the years 1993 to 2001, Huntsman was involved in various business ventures unrelated to the Huntsman Corporation.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the Huntsman Cancer Foundation board, and CEO of Huntsman Family Holdings Company.",hyp1
237,"Parmi les sports populaires figurent le football, le basket-ball, le volley-ball, le water-polo, l'escrime, le rugby, le cyclisme, le hockey , le roller hockey et la Formule 1.","Popular sports include football, basketball, volleyball, water polo, fencing, rugby, cycling, hockey, roller hockey, and Formula 1.","The most popular sports are football, basketball, volleyball, water polo, fencing, rugby, cycling, hockey, roller hockey, and Formula 1.",hyp2
238,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","35mm format is actually, and it’s quite disconcerting, 36mm wide by 24mm high.","35mm format is actually 36mm wide by 24mm high, which is quite surprising.",hyp2
239,"Si les élections locales de 1983 avaient été législatives, la gauche socialiste aurait obtenu 8 sièges au Parlement.","If the 1983 local elections had been legislative, the left-wing socialist would have obtained 8 seats in parliament.","If the 1983 local elections had been legislative, the left-wing socialist party would have won 8 seats in Parliament.",hyp2
240,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.","Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.",
241,"Born est né en Allemagne de parents juifs, le fils de Max Born et de la scientifique Hedwig Ehrenberg.","Born was born in Germany to Jewish parents, the grandson of Max Born and the scientist Hedwig Ehrenberg.","Born was born in Germany to Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg.",hyp1
242,"Il est décédé le 30 juin 1954 d'un cancer de l'estomac à Claremore, Oklahoma, New York, et abrite le Lynn Riggs Memorial.","It was established on June 30, 1954, in Claremore, Oklahoma, New York, and opened the Lynn Riggs Memorial Hall.","It was established on June 30, 1954, in Claremore, Oklahoma, New York, and opened the Lynn Riggs Memorial.",hyp1
243,Le fermier a conduit la préposée à la gare.,The farmer took the station to the train.,The farmer took the train to the station.,hyp1
244,Il était le seul australien et le seul architecte du groupe.,He was the only Australian and the only architect of the group.,He was the only Australian and the only architect of the group.,
245,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, Maine, in the New Micropolitan region, in the city of New England.","Augusta is located in Windsor, Maine, in the New Micropolitan region, in the city of New England.",hyp2
246,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.",The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883. Scrivener saw it in the same year.,The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883.,hyp1
247,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British consulate in Cologne on June 24, 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Consulate in Cologne on June 24, 1852.",hyp2
248,"Bien que Goma soit raisonnablement sûre, toute visite doit faire l'objet de recherches pour comprendre l'état des combats qui persistent dans la province du Nord-Kivu.","Although Goma is reasonably safe, any visit must be subject to research to understand the state of the battles that persist in the North Kivu province.","Although Goma is reasonably safe, any visit must be subject to research to understand the state of the battles that persist in the South Kivu province.",hyp2
249,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","This species is now part of the family of lizards known as Iguanidae, subfamily Polychrotinae, and is no longer classified in the family Polychrotidae, which is currently considered invalid.","This species is now part of the family of lizards, known as Iguanidae, subfamily of Polychrotinae, and is no longer classified in the family of Polychrotidae, which is currently invalid.",hyp2
250,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.",It is a small private club in Houston with only a few members.,"It is the largest private club in Houston and one of the largest in the world, with over 3,300 members.",hyp1
251,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".",The stories are all new and have never been published before.,"Of the twelve stories included, six had already been published in the author's first collection, ""Evening News"".",hyp1
252,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.",The Wallowa River is located in the northeast of Oregon.,"The Wallowa River, a tributary of the Lostine River, is located near the Wallowa Mountains, northeast of Oregon.",hyp2
